Index,Analyte,Abbreviation,CAS #,Dataset ID,Mechanism,Manufacturer,Brand,Stationary Phase,Pore Size (A),Particle Size (um),A Solvent,B Solvent,Composition (%B),Temperature (C),Midpoint Pressure (bar),Retention Factor,SD,n
677,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.938,0.008,5
678,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.780,0.006,5
679,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,2.629,0.010,5
680,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,4.139,0.015,5
681,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,6.948,0.028,5
682,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,12.664,0.114,5
683,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,24.781,0.099,5
684,4-n-hexylaniline,Ani6,33228-45-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,1.035,0.009,5
685,4-n-hexylaniline,Ani6,33228-45-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,5.234,0.022,5
686,4-n-hexylaniline,Ani6,33228-45-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,8.498,0.021,5
687,4-n-hexylaniline,Ani6,33228-45-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,14.801,0.030,5
688,4-n-hexylaniline,Ani6,33228-45-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,21.039,0.040,5
689,4-n-hexylaniline,Ani6,33228-45-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,32.753,0.114,5
690,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,0.795,0.012,5
691,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,3.340,0.034,5
692,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,5.037,0.027,5
693,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,7.800,0.014,5
694,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,10.320,0.024,5
695,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,14.772,0.058,5
696,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,23.705,0.093,5
697,4-n-pentylaniline,Ani5,33228-44-3,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,41.901,0.057,5
698,Nitrocyclohexane,NtCy6,1122-60-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,1.974,0.015,5
699,Nitrocyclohexane,NtCy6,1122-60-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,3.571,0.015,5
700,Nitrocyclohexane,NtCy6,1122-60-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,7.102,0.043,5
701,Nitrocyclohexane,NtCy6,1122-60-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,10.397,0.030,5
702,Nitrocyclohexane,NtCy6,1122-60-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,15.547,0.054,5
703,Nitrocyclohexane,NtCy6,1122-60-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,23.681,0.071,5
704,Nitrocyclohexane,NtCy6,1122-60-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,36.465,0.078,5
705,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,1.582,0.059,5
706,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,1.757,0.017,5
707,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,2.180,0.014,5
708,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,2.946,0.012,5
709,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,4.858,0.004,5
710,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,8,40,60,6.550,0.036,5
711,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,6,40,60,9.222,0.042,5
712,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,4,40,60,14.660,0.128,5
713,"2,2'-dipyridyl",2DPy,366-18-7,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,2,40,60,27.568,0.064,5
714,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.590,0.022,5
715,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,0.991,0.009,5
716,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,1.802,0.009,5
717,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,2.528,0.009,5
718,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,3.663,0.018,5
719,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,5.488,0.010,5
720,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,8.606,0.054,5
721,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,13.943,0.040,5
722,3-Nitrophenol ,#N/A,#N/A,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,23.397,0.033,5
723,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,0.878,0.023,5
724,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,1.557,0.014,5
725,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,3.042,0.016,5
726,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,4.388,0.018,5
727,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,6.523,0.025,5
728,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,9.868,0.054,5
729,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,15.363,0.051,5
730,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,24.554,0.077,5
731,"2,5-dinitrophenol",5dNPh,329-71-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,40.520,0.035,5
732,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,1.034,0.013,5
733,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,2.097,0.007,5
734,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,3.098,0.024,5
735,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,4.687,0.020,5
736,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,7.253,0.016,5
737,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,11.650,0.073,5
738,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,19.152,0.064,5
739,"2,4-dinitrophenol",4dNPh,51-28-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,32.329,0.057,5
740,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,60,40,60,3.861,0.022,5
741,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,50,40,60,6.155,0.013,5
742,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,8.876,0.017,5
743,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,10.254,0.012,5
744,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,11.736,0.030,5
745,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,13.551,0.028,5
746,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,16.321,0.016,5
747,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,21.234,0.004,5
748,N-butylaniline ,Ani4,1126-78-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,32.091,0.023,5
749,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,40,40,60,4.609,0.028,5
750,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,35,40,60,4.983,0.012,5
751,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,5.343,0.022,5
752,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,5.702,0.017,5
753,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,6.399,0.028,5
754,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,7.633,0.029,5
755,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,10.606,0.033,5
756,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,5,40,60,19.622,0.053,5
757,N-propylaniline,Ani3,622-80-0,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,2,40,60,37.716,0.189,5
758,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,1.573,0.029,5
759,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,1.567,0.010,5
760,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,1.710,0.010,5
761,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,2.018,0.009,5
762,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,2.853,0.010,5
763,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,8,40,60,3.532,0.015,5
764,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,6,40,60,4.592,0.008,5
765,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,4,40,60,6.467,0.016,5
766,N-ethylaniline,Ani2,103-69-5,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,2,40,60,10.169,0.105,5
767,"4,4'-dipyridyl",4DPy,553-26-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,0.670,0.003,5
768,"4,4'-dipyridyl",4DPy,553-26-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,0.900,0.013,5
769,"4,4'-dipyridyl",4DPy,553-26-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,1.467,0.006,5
770,"4,4'-dipyridyl",4DPy,553-26-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,8,40,60,1.956,0.008,5
771,"4,4'-dipyridyl",4DPy,553-26-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,6,40,60,2.774,0.015,5
772,"4,4'-dipyridyl",4DPy,553-26-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,4,40,60,4.456,0.022,5
773,"4,4'-dipyridyl",4DPy,553-26-4,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,2,40,60,8.475,0.027,5
774,berberine,Berb,633-65-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,90,40,60,2.375,0.009,5
775,berberine,Berb,633-65-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,30,40,60,5.624,0.095,5
776,berberine,Berb,633-65-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,25,40,60,10.202,0.057,5
777,berberine,Berb,633-65-8,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,20,40,60,22.715,0.100,5
778,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,15,40,60,0.831,0.010,5
779,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,10,40,60,1.492,0.014,5
780,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,8,40,60,2.003,0.014,5
781,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,6,40,60,2.748,0.010,5
782,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,4,40,60,4.048,0.034,5
783,Benzyltrimethylammonium chloride,Bztma,56-93-9,2021_03,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",ACN,2,40,60,6.453,0.051,5
784,nortriptyline,Nort,894-71-3,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,70,40,129,1.145,0.004,5
785,nortriptyline,Nort,894-71-3,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,65,40,129,1.857,0.018,5
786,nortriptyline,Nort,894-71-3,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,60,40,129,3.098,0.013,5
787,nortriptyline,Nort,894-71-3,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,55,40,129,5.313,0.029,5
788,nortriptyline,Nort,894-71-3,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,50,40,129,9.359,0.050,5
789,nortriptyline,Nort,894-71-3,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,45,40,129,17.172,0.046,5
790,nortriptyline,Nort,894-71-3,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,40,40,129,32.530,0.052,5
791,amitriptyline,Amit,549-18-8,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,70,40,129,1.038,0.012,5
792,amitriptyline,Amit,549-18-8,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,65,40,129,1.655,0.006,5
793,amitriptyline,Amit,549-18-8,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,60,40,129,2.770,0.010,5
794,amitriptyline,Amit,549-18-8,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,55,40,129,4.709,0.018,5
795,amitriptyline,Amit,549-18-8,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,50,40,129,8.303,0.045,5
796,amitriptyline,Amit,549-18-8,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,45,40,129,15.183,0.074,5
797,amitriptyline,Amit,549-18-8,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,40,40,129,28.931,0.071,5
798,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,60,40,129,0.617,0.010,5
799,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,50,40,129,1.162,0.008,5
800,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,40,40,129,2.229,0.006,5
801,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,35,40,129,3.080,0.001,5
802,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,30,40,129,4.263,0.008,5
803,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,25,40,129,5.851,0.008,5
804,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,20,40,129,8.118,0.027,5
805,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,15,40,129,11.272,0.028,5
806,p-nitrophenol,NtPh,100-02-7,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,10,40,129,16.022,0.027,5
807,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,60,40,129,0.979,0.021,5
808,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,50,40,129,2.459,0.015,5
809,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,40,40,129,6.987,0.025,5
810,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,35,40,129,12.225,0.040,5
811,"5,5-diphenylhydantoin",DPHyt,57-41-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,30,40,129,21.975,0.074,5
812,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,60,40,129,0.947,0.019,5
813,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,50,40,129,1.762,0.009,5
814,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,40,40,129,3.564,0.005,5
815,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,35,40,129,5.169,0.012,5
816,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,30,40,129,7.557,0.025,5
817,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,25,40,129,11.212,0.023,5
818,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,20,40,129,16.946,0.031,5
819,acetophenone,AP2,98-86-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,15,40,129,26.390,0.013,5
820,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,60,40,129,0.750,0.025,5
821,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,50,40,129,1.400,0.006,5
822,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,40,40,129,2.771,0.011,5
823,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,35,40,129,3.924,0.014,5
824,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,30,40,129,5.585,0.024,5
825,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,25,40,129,7.896,0.018,5
826,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,20,40,129,11.404,0.023,5
827,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,15,40,129,16.625,0.025,5
828,benzonitrile,BzCN,100-47-0,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,10,40,129,24.778,0.028,5
829,5-phenylpentanol,Ph5ol,10521-91-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,80,40,129,0.802,0.011,5
830,5-phenylpentanol,Ph5ol,10521-91-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,75,40,129,1.217,0.013,5
831,5-phenylpentanol,Ph5ol,10521-91-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,70,40,129,1.909,0.019,5
832,5-phenylpentanol,Ph5ol,10521-91-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,65,40,129,2.963,0.010,5
833,5-phenylpentanol,Ph5ol,10521-91-2,2021_04,RP,Agilent,Zorbax,SB-C18,80,1.8,"Buffer, pH 3.2",MeOH,60,40,129,4.686,0.010,5
